% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.423761487e+02 +5.423761487e+02 +6.449861487e+02 +6.449861487e+02 +5.9262e-01 -1.6121e+00 -2.5104e+00 +2.6851e+00 +3.4757e+00 -3.3437e+00 +4.3950e-02 -9.3508e-01 -4.8864e+00 +2.1965e+00 +1.8141e+00 -2.9903e+00 -4.7225e+00 +1.6795e+00 +1.4145e+00 +1.8485e+00 -1.3517e+00 +2.2170e+00 +2.3321e+00 +2.6483e-01
914 +3.966617430e+02 +3.966617430e+02 +4.992717430e+02 +4.992717430e+02 +7.3928e-01 +3.8419e+00 -4.0964e+00 +3.3177e+00 +3.0487e+00 +1.6814e-02 -1.5820e+00 -1.2864e+00 -4.5783e-01 +1.8623e+00 -1.3072e+00 -1.8914e+00 -1.6839e+00 +4.2680e+00 +8.5764e-01 -1.6625e+00 -1.5134e+00 -2.4326e+00 +1.6576e+00 +6.5731e-02
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.239207196e+02 +6.239207196e+02 +7.172207196e+02 +7.172207196e+02 +4.7392e-01 -2.1385e+00 -2.4886e+00 -4.0441e+00 +2.4770e-01 -4.6188e+00 +1.9447e+00 -1.6640e+00 -4.3185e+00 -1.0490e+00 +2.3075e+00 +1.3764e+00 +1.9608e+00 -2.4318e+00 -4.1612e+00 -3.7471e+00 -3.9338e+00 -1.6361e-01 -1.0238e+00 +1.6283e+00
3377 +3.963941157e+02 +3.963941157e+02 +4.896941157e+02 +4.896941157e+02 -1.5520e+00 -9.0157e-01 -3.5196e+00 -4.7867e-01 +6.4463e-01 +2.3916e+00 -5.3178e-01 +7.9337e-01 -9.4796e-01 -7.9241e-01 -2.0800e+00 +4.4418e+00 -1.3870e+00 +4.9921e-01 +1.6897e+00 -3.5143e-01 +5.9859e-01 -8.4904e-01 -2.6082e+00 +1.9371e+00
% function evaluation | noise-free fitness - Fopt (1.364000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.789984490e+02 +7.789984490e+02 +7.926384490e+02 +7.926384490e+02 -1.4573e+00 +7.1085e-01 -5.7282e-01 -3.4761e+00 -2.2136e+00 +7.4727e-01 -4.2095e+00 -1.3484e+00 +3.3883e+00 -1.7665e+00 -3.2202e+00 +6.4824e-01 -2.4806e+00 +1.1018e+00 -3.1570e+00 +4.5088e+00 -3.8984e+00 +3.5665e+00 -2.2362e+00 -1.2279e+00
2 +5.085119410e+02 +5.085119410e+02 +5.221519410e+02 +5.221519410e+02 +3.0416e+00 +2.8716e+00 -1.8360e+00 -1.0972e+00 +3.8095e+00 -2.0829e+00 +3.2676e-01 -1.4657e+00 -3.0316e+00 -2.6553e+00 -2.8432e+00 +2.6642e+00 +4.1012e-01 -4.5357e-01 -4.4623e+00 -1.4974e+00 -5.5812e-01 -2.6338e+00 +1.9914e+00 +3.0612e+00
2377 +3.932355426e+02 +3.932355426e+02 +4.068755426e+02 +4.068755426e+02 +1.1012e+00 +1.8679e-01 -1.3014e+00 +2.4882e+00 +4.1422e+00 +1.9264e+00 -2.6608e+00 -5.5505e-01 +2.8468e-02 -3.4312e+00 -8.6091e-01 -7.0522e-01 -4.7562e-01 -4.1331e+00 +9.9134e-01 +1.0213e+00 -1.7446e+00 -2.7217e+00 +1.2900e+00 +1.5944e+00
% function evaluation | noise-free fitness - Fopt (1.948000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
