% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.841793175e+02 +1.841793175e+02 +2.555293175e+02 +2.555293175e+02 +3.4704e+00 -2.8962e+00 +1.1991e+00 +4.8806e+00 -3.3079e+00 +1.5756e+00 +3.4430e+00 -1.5210e-01 -4.7819e+00 -4.8865e+00 +4.1687e+00 -2.9699e+00 -3.9451e+00 -3.6349e+00 +3.2242e+00 +4.1746e+00 +2.6557e+00 -2.8861e+00 +4.4985e+00 +4.7612e+00
2 +5.165071827e+01 +5.165071827e+01 +1.230007183e+02 +1.230007183e+02 -3.1989e+00 -3.7223e+00 -9.8771e-01 -2.0669e+00 -9.0898e-01 -1.7562e+00 -4.2452e+00 -2.6025e+00 -2.2013e-01 -3.7238e+00 -4.2844e+00 +2.0803e+00 +4.2348e+00 -8.5999e-01 -4.5477e+00 -2.1370e+00 -1.6194e+00 +2.1460e-01 +2.6474e+00 -3.4664e+00
106 +2.635521307e+01 +2.635521307e+01 +9.770521307e+01 +9.770521307e+01 +3.7716e+00 -2.2078e+00 +1.0451e+00 -1.2542e+00 -5.8980e-02 -8.5586e-01 -2.4375e+00 -2.2007e+00 +3.6717e+00 -2.7586e+00 -2.7890e+00 +4.9760e+00 +3.3400e+00 -4.7457e+00 -4.0615e+00 +4.4819e-01 -4.0097e+00 +4.2116e+00 +2.4166e+00 +8.1745e-01
4083 +1.734890969e+01 +1.734890969e+01 +8.869890969e+01 +8.869890969e+01 +2.8860e+00 -2.4297e+00 -1.3329e+00 -3.1366e+00 +1.2576e+00 -3.8055e+00 -1.9502e+00 -4.1181e+00 -8.5446e-01 -4.8985e+00 -4.3551e-01 -4.3813e-01 +3.6752e+00 +1.6061e+00 +7.2951e-01 +3.1378e+00 -3.1328e+00 +3.5349e+00 -3.7448e+00 +1.9468e+00
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.307483400e+02 +1.307483400e+02 -2.244716600e+02 -2.244716600e+02 +3.6175e-01 -2.9928e+00 -1.2315e-01 +2.5746e+00 -2.7961e+00 +3.1016e+00 -1.7860e+00 -3.5939e+00 -1.7433e+00 +4.3131e+00 +2.3147e+00 -1.7618e+00 -8.3422e-01 -3.0150e+00 +8.6181e-01 +1.4881e+00 -3.3807e-01 -1.6014e+00 -9.2445e-01 -1.8894e+00
5 +7.963812327e+01 +7.963812327e+01 -2.755818767e+02 -2.755818767e+02 +9.5463e-01 -1.4771e+00 +3.1491e+00 +3.9256e+00 +1.0485e+00 +1.1864e+00 -1.2366e+00 +2.0947e-01 +2.4825e+00 +9.5789e-01 +3.5173e+00 +1.1845e+00 -7.3043e-01 -3.5772e+00 +3.9976e+00 +4.4771e-01 +2.3809e+00 -4.6679e+00 -4.0776e+00 +4.0391e+00
7 +5.409249190e+01 +5.409249190e+01 -3.011275081e+02 -3.011275081e+02 -4.7572e-01 +2.6659e+00 -1.7662e+00 -1.6744e+00 -2.1300e+00 +4.5157e-02 +4.9324e-01 -2.1105e+00 +3.9325e+00 +3.2702e+00 +3.3707e+00 +2.6060e+00 -3.6004e+00 +1.3082e+00 -6.4714e-01 +4.6593e+00 +4.2123e+00 +3.9803e+00 +1.1590e+00 -3.9118e+00
286 +3.899358264e+01 +3.899358264e+01 -3.162264174e+02 -3.162264174e+02 -1.5620e+00 +2.4090e+00 +3.2187e+00 -4.2337e+00 -4.0221e+00 -7.3142e-01 +3.9558e+00 -1.1011e+00 +8.7565e-01 -5.7876e-01 +2.9822e+00 -3.0499e+00 +3.0367e+00 -4.5513e+00 -4.8244e+00 -3.8432e+00 +1.3132e+00 +4.1177e+00 -1.3188e-02 -7.9074e-01
% function evaluation | noise-free fitness - Fopt (9.917000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.099105166e+02 +1.099105166e+02 +2.090805166e+02 +2.090805166e+02 -2.5868e+00 -1.2616e+00 -3.3391e+00 +2.7263e+00 -2.8089e+00 -4.0953e+00 -3.7318e+00 +1.7175e+00 +1.2724e+00 +3.5632e+00 +3.3334e+00 +7.3365e-01 +2.5311e+00 +2.4535e+00 -2.7421e+00 +4.6054e+00 +4.1802e+00 -4.7476e+00 +5.4689e-02 -2.4938e+00
4 +9.280686730e+01 +9.280686730e+01 +1.919768673e+02 +1.919768673e+02 -3.3743e+00 +1.8737e+00 +4.5710e+00 -1.7562e+00 -3.0340e+00 -4.7910e-01 +3.5904e+00 +1.7980e+00 +2.6251e+00 +2.7741e-01 +4.9030e+00 +1.4114e+00 +3.4058e+00 +1.8944e-01 +3.3477e+00 +8.7748e-01 +4.2000e+00 +4.7090e-01 -5.9784e-01 +3.0036e+00
7 +6.115971575e+01 +6.115971575e+01 +1.603297157e+02 +1.603297157e+02 -3.7439e+00 +4.0948e+00 +2.0319e+00 +2.8824e+00 -1.8623e+00 +3.0935e+00 +9.6584e-01 -7.1694e-01 +4.4767e-01 -3.3769e+00 -4.7820e+00 +4.8641e+00 +3.2662e+00 +4.5381e+00 -2.6891e+00 +2.8430e+00 +4.8690e+00 +2.2841e+00 +2.6612e+00 -4.9929e+00
8 +3.851774427e+01 +3.851774427e+01 +1.376877443e+02 +1.376877443e+02 -2.0868e+00 +1.2472e+00 +7.3015e-01 -1.7573e+00 -3.5772e+00 +1.9540e+00 +6.7085e-01 -1.6302e-02 +2.6964e-01 +4.3859e+00 +3.5993e+00 +2.3834e+00 +4.1539e+00 +1.9078e+00 -4.1089e+00 +3.9952e+00 -4.8029e+00 +4.5677e+00 -3.8749e+00 +2.2214e+00
2195 +2.142782647e+01 +2.142782647e+01 +1.205978265e+02 +1.205978265e+02 -4.4692e+00 -1.5974e+00 +1.1654e+00 -5.3797e-01 -3.7917e+00 +3.8404e+00 -2.0103e+00 +2.9836e+00 +2.5727e+00 -2.2043e+00 -1.0769e+00 -1.4363e+00 -1.1926e+00 -3.1765e+00 -3.3419e+00 +1.6689e+00 +3.9418e+00 -3.6899e+00 +3.2046e+00 +1.8940e+00
% function evaluation | noise-free fitness - Fopt (-5.179100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.519084946e+01 +7.519084946e+01 -4.427191505e+02 -4.427191505e+02 +7.5230e-01 +2.7388e+00 +2.6827e+00 -2.1030e+00 +1.5795e+00 +4.2813e+00 +2.3597e+00 +3.2319e+00 +2.5725e+00 -3.4339e+00 +4.5897e+00 +1.8363e+00 +1.9150e-01 -3.5344e+00 +5.0803e-01 +3.4510e+00 -3.5226e+00 -4.1805e+00 -2.3934e+00 -2.7472e+00
