% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.802709267e+06 +6.802709267e+06 +6.802654327e+06 +6.802654327e+06 +2.1388e+00 +3.5951e+00 -3.8236e+00 +3.4460e+00 +4.4158e+00 +1.5864e+00 -4.0414e+00 -4.0122e+00 -2.2623e-01 +4.4408e+00 -3.3141e+00 -4.8491e+00 -1.9693e+00 -4.4392e+00 +2.4392e+00 +3.2942e+00 -8.4667e-01 +1.8563e+00 +1.4656e+00 -3.1770e+00
3 +3.605140609e+06 +3.605140609e+06 +3.605085669e+06 +3.605085669e+06 +2.6210e+00 +7.2871e-01 -3.9936e-01 +3.1435e-01 -1.5165e+00 +2.6406e+00 +8.2873e-01 +2.6170e+00 -8.9150e-01 -4.3859e+00 +2.5876e+00 +1.4585e+00 -5.1464e-01 -1.2971e+00 -1.3167e+00 -2.2910e+00 +2.6120e+00 +4.0255e+00 -3.0677e+00 +2.6099e+00
102 +2.436818474e+06 +2.436818474e+06 +2.436763534e+06 +2.436763534e+06 -3.0352e+00 -2.3290e+00 -4.1734e+00 +2.9322e+00 +4.9947e+00 -4.4355e+00 +4.9465e+00 -4.4779e+00 +9.2362e-01 +2.1945e+00 +4.4803e+00 +4.1098e-01 +4.4842e+00 -2.3707e+00 +4.2216e+00 +4.8690e+00 +4.5827e+00 +1.5338e+00 +6.5500e-01 +4.3311e+00
263 +1.156558318e+06 +1.156558318e+06 +1.156503378e+06 +1.156503378e+06 -2.4219e+00 -3.2847e+00 -2.4730e+00 -1.3360e+00 -2.5618e+00 -3.1166e-01 -2.7210e+00 -3.7387e+00 +1.9576e+00 +4.3566e+00 +4.2492e-01 +2.7640e+00 +3.1925e+00 +5.1781e-01 -4.7488e+00 -4.8689e+00 +1.2444e+00 +1.8204e+00 +4.5728e-01 +1.9597e+00
% function evaluation | noise-free fitness - Fopt (5.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.232116858e+07 +2.232116858e+07 +2.232122771e+07 +2.232122771e+07 +4.6681e+00 -1.0215e+00 -2.9919e+00 +2.9430e+00 +2.6083e+00 +9.2204e-01 +2.2106e+00 +4.5413e-01 -4.1553e+00 -3.4895e+00 +1.0544e+00 +4.7058e+00 -3.9040e+00 -1.7244e+00 +2.5153e+00 +1.4623e+00 +3.0527e+00 -3.3121e+00 +4.2629e-01 +1.7219e+00
4 +1.171963437e+07 +1.171963437e+07 +1.171969350e+07 +1.171969350e+07 +1.4152e+00 -8.7143e-01 +5.0787e-02 -2.3860e+00 +3.3790e+00 +4.1796e+00 -9.3448e-01 -1.6974e+00 +5.8853e-01 +3.5678e+00 +4.8897e+00 -2.3079e+00 +4.1326e+00 +2.9248e+00 +1.7490e+00 -2.1738e+00 -4.3438e+00 +4.2913e+00 -3.2075e+00 +3.5142e+00
6 +6.477553717e+06 +6.477553717e+06 +6.477612847e+06 +6.477612847e+06 +3.5937e+00 +3.7178e+00 +4.4031e+00 +4.2855e+00 -3.0604e+00 +5.0317e-01 +3.6895e+00 +2.7054e+00 +3.7820e+00 +3.3348e-01 +6.8259e-01 +1.8364e+00 +1.6263e+00 -2.5679e+00 -2.2446e+00 +4.3900e-01 +6.0184e-01 +2.8604e+00 +2.4032e+00 +3.4923e+00
19 +2.553523721e+06 +2.553523721e+06 +2.553582851e+06 +2.553582851e+06 +1.9789e+00 +4.8547e+00 +1.2002e+00 +1.5675e+00 -1.8796e+00 +4.7952e-01 -2.0849e+00 +4.7787e-01 +4.1916e-01 +3.7533e+00 +4.5059e+00 +1.9625e-01 -4.3677e-01 -4.4364e+00 -9.2237e-01 -2.8598e+00 -3.4132e+00 -2.9810e+00 -3.9498e+00 -7.2324e-03
21 +1.701981524e+06 +1.701981524e+06 +1.702040654e+06 +1.702040654e+06 -1.7943e+00 -3.8459e+00 -3.8288e+00 +2.0434e+00 -2.6472e+00 +3.9685e+00 -3.1773e+00 -2.6393e+00 -3.5319e+00 +2.7675e+00 +3.8926e+00 -4.4440e+00 -1.8879e+00 -3.5698e+00 +4.5816e-01 -1.3609e+00 +1.4982e+00 -6.0706e-01 -3.9196e+00 +1.7615e+00
